"cf_if","first_name","last_name","email","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category","subcategory"
2241,"Rosmarie","Esquibel","rosmarie.esquibel@bouygtel.fr","Howard, Carter and Griffith","Adaptive asynchronous emulation","3600.0","10550.0","successful",340,"US","USD","1970-01-01","1970-01-01","theater","plays"
1055,"Brett","Jones","brett.jones@alice.it","Parker Group","Grass-roots foreground policy","88800.0","28358.0","failed",886,"US","USD","1970-01-01","1970-01-01","theater","plays"
2036,"Jemma","Tate","jemma.tate@hotmail.de","Walker, Jones and Rodriguez","Networked didactic info-mediaries","8200.0","2625.0","failed",35,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
1191,"Denis","Rogers","denis.rogers@poste.it","Anthony-Shaw","Switchable contextually-based access","191300.0","45004.0","canceled",441,"US","USD","1970-01-01","1970-01-01","theater","plays"
879,"Vanesa","Khan","vanesa.khan@voila.fr","Cook LLC","Up-sized dynamic throughput","3700.0","2538.0","failed",24,"US","USD","1970-01-01","1970-01-01","theater","plays"
3062,"Victoria","Ojeda","victoria.ojeda@doehn.com","Sutton PLC","Mandatory reciprocal superstructure","8400.0","3188.0","failed",86,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
835,"Vincenza","Key","vincenza.key@adams.com","Becker, Rice and White","Reduced dedicated capability","100.0","2.0","failed",1,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2286,"Josette","Laine","josette.laine@saracino-parisi.net","Hayden, Shannon and Stein","Customer-focused client-server service-desk","143900.0","193413.0","successful",4498,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
1038,"Hugues","Oliver","hugues.oliver@stiffel.com","Weaver-Marquez","Focused analyzing circuit","1300.0","5614.0","successful",80,"US","USD","1970-01-01","1970-01-01","theater","plays"
1417,"Adina","Pollard","adina.pollard@outlook.com","Thompson LLC","Customer-focused impactful benchmark","104400.0","99100.0","failed",1625,"US","USD","1970-01-01","1970-01-01","theater","plays"
3011,"Natasha","Lara","natasha.lara@outlook.com","Johnson Inc","Profound next generation infrastructure","8100.0","12300.0","successful",168,"US","USD","1970-01-01","1970-01-01","theater","plays"
2515,"Mattia","Huet","mattia.huet@aol.de","Vargas, Banks and Palmer","Extended 24/7 implementation","156800.0","6024.0","failed",143,"US","USD","1970-01-01","1970-01-01","theater","plays"
544,"Geza","Howard","geza.howard@voila.fr","Johnson, Dixon and Zimmerman","Organic dynamic algorithm","121700.0","188721.0","successful",1815,"US","USD","1970-01-01","1970-01-01","theater","plays"
657,"Birgit","Pena","birgit.pena@armellini.it","Owens-Le","Focused composite approach","7900.0","667.0","failed",17,"US","USD","1970-01-01","1970-01-01","theater","plays"
1379,"Christy","Grossi","christy.grossi@alarcon-tafoya.com","Chavez, Garcia and Cantu","Synergistic explicit capability","87300.0","81897.0","failed",931,"US","USD","1970-01-01","1970-01-01","theater","plays"
537,"Gerd","Gunpf","gerd.gunpf@gmail.com","Williams, Carter and Gonzalez","Cross-platform uniform hardware","7200.0","5523.0","canceled",67,"US","USD","1970-01-01","1970-01-01","theater","plays"
1289,"Ashley","Hellwig","ashley.hellwig@libero.it","Davis-Rodriguez","Progressive secondary portal","3400.0","5823.0","successful",92,"US","USD","1970-01-01","1970-01-01","theater","plays"
2343,"Juan","Wheeler","juan.wheeler@gilmore.net","Bolton, Sanchez and Carrillo","Distributed systemic adapter","2400.0","10138.0","successful",97,"DK","DKK","1970-01-01","1970-01-01","theater","plays"
2495,"Dietmar","Grenier","dietmar.grenier@tele2.it","Pitts-Reed","Vision-oriented dynamic service-desk","29400.0","123124.0","successful",1784,"US","USD","1970-01-01","1970-01-01","theater","plays"
1129,"Jeffery","Lacroix","jeffery.lacroix@medina.org","Garcia PLC","Customer-focused attitude-oriented function","2300.0","10240.0","successful",238,"US","USD","1970-01-01","1970-01-01","theater","plays"
636,"Edeltraud","Chavez","edeltraud.chavez@hotmail.com.au","Herring-Bailey","Reverse-engineered system-worthy extranet","700.0","3988.0","successful",53,"US","USD","1970-01-01","1970-01-01","theater","plays"
434,"Mesut","Morvan","mesut.morvan@gmail.com","Russell-Gardner","Re-engineered systematic monitoring","2900.0","14771.0","successful",214,"US","USD","1970-01-01","1970-01-01","theater","plays"
1854,"Heiderose","Garcia","heiderose.garcia@noos.fr","Singleton Ltd","Enhanced user-facing function","7100.0","3840.0","failed",101,"US","USD","1970-01-01","1970-01-01","theater","plays"
436,"Claudine","Rowley","claudine.rowley@industrias.com","Perez PLC","Operative bandwidth-monitored interface","1000.0","6263.0","successful",59,"US","USD","1970-01-01","1970-01-01","theater","plays"
121,"Michael","Descamps","michael.descamps@gmail.com","Williams Inc","Decentralized exuding strategy","5700.0","8322.0","successful",92,"US","USD","1970-01-01","1970-01-01","theater","plays"
2936,"Heidelore","Kennedy","heidelore.kennedy@guinizzelli.org","Duncan, Mcdonald and Miller","Assimilated coherent hardware","5000.0","13424.0","successful",186,"US","USD","1970-01-01","1970-01-01","theater","plays"
3055,"Ilaria","Bowen","ilaria.bowen@hotmail.it","Gordon PLC","Virtual reciprocal policy","45600.0","165375.0","successful",5512,"US","USD","1970-01-01","1970-01-01","theater","plays"
270,"Marlen","Coardi","marlen.coardi@colletti.eu","Lee and Sons","Persevering interactive emulation","4900.0","6031.0","successful",86,"US","USD","1970-01-01","1970-01-01","theater","plays"
1219,"Herma","Gabbana","herma.gabbana@hotmail.com","Acosta PLC","Extended eco-centric function","61600.0","143910.0","successful",2768,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
407,"Simone","Sauvage","simone.sauvage@yahoo.com","Horton, Morrison and Clark","Networked radical neural-net","51100.0","155349.0","successful",1894,"US","USD","1970-01-01","1970-01-01","theater","plays"
2440,"Ramona","Brooks","ramona.brooks@kensy.de","Thomas and Sons","Re-engineered heuristic forecast","7800.0","10704.0","successful",282,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2476,"Gioele","Schwital","gioele.schwital@moody.com","Morgan-Jenkins","Fully-configurable background algorithm","2400.0","773.0","failed",15,"US","USD","1970-01-01","1970-01-01","theater","plays"
2743,"Alison","Morales","alison.morales@lewis.com","Ramos-Mitchell","Persevering system-worthy info-mediaries","700.0","7465.0","successful",83,"US","USD","1970-01-01","1970-01-01","theater","plays"
3113,"Carla","Butler","carla.butler@yahoo.com","Smith-Jenkins","Vision-oriented methodical application","8000.0","13656.0","successful",546,"US","USD","1970-01-01","1970-01-01","theater","plays"
962,"Frank","Henry","frank.henry@yahoo.com","Drake PLC","Profound object-oriented paradigm","164500.0","150552.0","failed",2062,"US","USD","1970-01-01","1970-01-01","theater","plays"
1238,"Rose","Blanc","rose.blanc@grupo.com","Dawson, Brady and Gilbert","Front-line optimizing emulation","900.0","6357.0","successful",254,"US","USD","1970-01-01","1970-01-01","theater","plays"
164,"Vincent","Singh","vincent.singh@gmail.com","Obrien-Aguirre","Devolved uniform complexity","112100.0","19557.0","canceled",184,"US","USD","1970-01-01","1970-01-01","theater","plays"
2062,"Serena","Piacentini","serena.piacentini@yahoo.de","Smith, Love and Smith","Grass-roots mission-critical capability","800.0","13474.0","successful",337,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
939,"Kaitlyn","Farinelli","kaitlyn.farinelli@outlook.com","Ross Group","Organized executive solution","6500.0","1065.0","canceled",32,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
390,"Jonathan","Castellitto","jonathan.castellitto@libero.it","Turner-Davis","Automated local emulation","600.0","8038.0","successful",183,"US","USD","1970-01-01","1970-01-01","theater","plays"
2851,"Lisa","Terragni","lisa.terragni@proyectos.com","Smith, Jackson and Herrera","Enterprise-wide intermediate middleware","192900.0","68769.0","failed",1910,"CH","CHF","1970-01-01","1970-01-01","theater","plays"
1607,"Olivier","Petrucelli","olivier.petrucelli@letta-raurica.eu","Smith-Hess","Grass-roots real-time Local Area Network","6100.0","3352.0","failed",38,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
3201,"Jos","Trobbiani","jos.trobbiani@samson.com","Brown, Herring and Bass","Organized client-driven capacity","7200.0","6785.0","failed",104,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
1748,"Antonina","Cobb","antonina.cobb@gibson.org","Ferguson, Collins and Mata","Customizable bi-directional hardware","76100.0","24234.0","failed",245,"US","USD","1970-01-01","1970-01-01","theater","plays"
3114,"Rodolfo","Couturier","rodolfo.couturier@tim.it","Townsend Ltd","Grass-roots actuating policy","2800.0","8014.0","successful",85,"US","USD","1970-01-01","1970-01-01","theater","plays"
2547,"Pierre","Cardenas","pierre.cardenas@luzi-bonomo.eu","Rush, Reed and Hall","Enterprise-wide 3rdgeneration knowledge user","6500.0","514.0","failed",7,"US","USD","1970-01-01","1970-01-01","theater","plays"
1143,"Ivo","Moreno","ivo.moreno@hotmail.com","Davis Ltd","Grass-roots optimizing projection","118200.0","87560.0","failed",803,"US","USD","1970-01-01","1970-01-01","theater","plays"
2219,"Brianna","Hanson","brianna.hanson@stanley.com","Flores PLC","Focused real-time help-desk","6300.0","12812.0","successful",121,"US","USD","1970-01-01","1970-01-01","theater","plays"
854,"Heiko","Bourgeois","heiko.bourgeois@togliatti.com","Martinez LLC","Robust impactful approach","59100.0","183345.0","successful",3742,"US","USD","1970-01-01","1970-01-01","theater","plays"
326,"Samantha","Lowe","samantha.lowe@praga.it","Lopez, Adams and Johnson","Open-source interactive knowledge user","9500.0","3220.0","failed",31,"US","USD","1970-01-01","1970-01-01","theater","plays"
1359,"Melinda","Canova","melinda.canova@orange.fr","Summers PLC","Cross-group coherent hierarchy","6600.0","1269.0","failed",30,"US","USD","1970-01-01","1970-01-01","theater","plays"
1373,"Olivia","Striebitz","olivia.striebitz@gmail.com","Hebert Group","Visionary asymmetric Graphical User Interface","117900.0","196377.0","successful",5168,"US","USD","1970-01-01","1970-01-01","theater","plays"
2500,"Manfred","James","manfred.james@davies.org","Harris, Hall and Harris","Inverse analyzing matrices","7100.0","11648.0","successful",307,"US","USD","1970-01-01","1970-01-01","theater","plays"
921,"Hazel","Pierce","hazel.pierce@outlook.com","Saunders Group","Programmable systemic implementation","6500.0","5897.0","failed",73,"US","USD","1970-01-01","1970-01-01","theater","plays"
2413,"Scott","Gough","scott.gough@industrias.com","Patterson, Salinas and Lucas","Digitized 3rdgeneration encoding","2600.0","1002.0","failed",33,"US","USD","1970-01-01","1970-01-01","theater","plays"
1174,"Judith","Butte","judith.butte@fischer-vaughn.info","Carlson, Dixon and Jones","Persistent well-modulated synergy","9600.0","11900.0","successful",253,"US","USD","1970-01-01","1970-01-01","theater","plays"
34,"Franco","Fioravanti","franco.fioravanti@barry-gill.com.au","Hayden Ltd","Innovative didactic analyzer","94500.0","116064.0","successful",1095,"US","USD","1970-01-01","1970-01-01","theater","plays"
217,"Heather","Zimmer","heather.zimmer@bluemel.de","Gonzalez-Burton","Decentralized intangible encoding","69800.0","125042.0","successful",1690,"US","USD","1970-01-01","1970-01-01","theater","plays"
1693,"Hortense","Taylor","hortense.taylor@chambers.biz","Lewis, Taylor and Rivers","Front-line transitional algorithm","136300.0","108974.0","canceled",1297,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
2847,"Ennio","Leoncavallo","ennio.leoncavallo@sanchez.org","Gibson-Hernandez","Visionary foreground middleware","47900.0","31864.0","failed",328,"US","USD","1970-01-01","1970-01-01","theater","plays"
3104,"Philippine","Vaca","philippine.vaca@hotmail.com","Spencer-Weber","Optional zero-defect task-force","9000.0","4853.0","failed",147,"US","USD","1970-01-01","1970-01-01","theater","plays"
2834,"Friedl","Powell","friedl.powell@laposte.net","Navarro and Sons","Multi-layered bottom-line frame","180800.0","95958.0","failed",923,"US","USD","1970-01-01","1970-01-01","theater","plays"
2514,"Silvano","Blanchet","silvano.blanchet@yahoo.com","Adams, Willis and Sanchez","Expanded hybrid hardware","2800.0","977.0","failed",33,"CA","CAD","1970-01-01","1970-01-01","theater","plays"
702,"Kurt","Sauer","kurt.sauer@almanza.biz","Mills-Roy","Profit-focused multi-tasking access","33600.0","137961.0","successful",1703,"US","USD","1970-01-01","1970-01-01","theater","plays"
2926,"Zbigniew","Holmes","zbigniew.holmes@stiffel.net","Glass, Nunez and Mcdonald","Open-source systematic protocol","9300.0","3431.0","failed",40,"IT","EUR","1970-01-01","1970-01-01","theater","plays"
385,"Christian","Anderson","christian.anderson@tim.it","Larsen-Chung","Right-sized zero tolerance migration","59700.0","135132.0","successful",2875,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
3007,"Francisco","Dorsey","francisco.dorsey@tiscali.fr","Anderson and Sons","Quality-focused reciprocal structure","5500.0","9546.0","successful",88,"US","USD","1970-01-01","1970-01-01","theater","plays"
53,"Serafina","Bonnin","serafina.bonnin@mendes.com","Lucas, Hall and Bonilla","Networked bottom-line initiative","1600.0","11735.0","successful",112,"AU","AUD","1970-01-01","1970-01-01","theater","plays"
2944,"Marcelle","Bender","marcelle.bender@edwards-robinson.info","Williams, Perez and Villegas","Robust directional system engine","1800.0","10658.0","successful",101,"US","USD","1970-01-01","1970-01-01","theater","plays"
2963,"Hartmuth","Robertson","hartmuth.robertson@thomas.edu.au","Brooks, Jones and Ingram","Triple-buffered explicit methodology","9900.0","1870.0","failed",75,"US","USD","1970-01-01","1970-01-01","theater","plays"
2777,"Gastone","Beyer","gastone.beyer@stewart-sanchez.edu","Skinner PLC","Intuitive well-modulated middleware","112300.0","178965.0","successful",5966,"US","USD","1970-01-01","1970-01-01","theater","plays"
3064,"Lydia","Berengario","lydia.berengario@aol.de","Nolan, Smith and Sanchez","Multi-channeled logistical matrices","189200.0","128410.0","failed",2176,"US","USD","1970-01-01","1970-01-01","theater","plays"
763,"Franck","Wade","franck.wade@gute.org","Brown-Parker","Down-sized coherent toolset","22500.0","164291.0","successful",2106,"US","USD","1970-01-01","1970-01-01","theater","plays"
2338,"Johanne","Strong","johanne.strong@yahoo.de","Klein, Stark and Livingston","Phased methodical initiative","49700.0","5098.0","failed",127,"US","USD","1970-01-01","1970-01-01","theater","plays"
1779,"Reingard","Kambs","reingard.kambs@sagese.eu","Reilly, Aguirre and Johnson","Realigned clear-thinking migration","7200.0","2912.0","failed",44,"GB","GBP","1970-01-01","1970-01-01","theater","plays"
2291,"Mauro","Ortiz","mauro.ortiz@oquendo.net","Davidson, Wilcox and Lewis","Optional clear-thinking process improvement","2500.0","4008.0","successful",84,"US","USD","1970-01-01","1970-01-01","theater","plays"
3192,"Griselda","Carranza","griselda.carranza@krause.de","Michael, Anderson and Vincent","Cross-group global moratorium","5300.0","9749.0","successful",155,"US","USD","1970-01-01","1970-01-01","theater","plays"
1625,"Brenda","Sontag","brenda.sontag@solari.com","Gardner Group","Progressive 5thgeneration customer loyalty","135500.0","103554.0","failed",1068,"US","USD","1970-01-01","1970-01-01","theater","plays"
834,"Maurice","Gumprich","maurice.gumprich@griffin.net.au","Knox-Garner","Automated systemic hierarchy","83000.0","101352.0","successful",1152,"US","USD","1970-01-01","1970-01-01","theater","plays"
